date,geo,campaign_name,impressions,clicks,spend,ctr
2022-10-24,NE,Prospecting | Trail,10632,127,98.31,0.011945
2025-08-12,MA,Retargeting | Site Visitors,5737,91,69.78,0.015862
2025-08-13,MA,Retargeting | Site Visitors,5187,118,69.05,0.022749
2025-08-14,MA,Retargeting | Site Visitors,5971,107,52.36,0.01792
2025-08-15,MA,Retargeting | Site Visitors,5192,106,81.03,0.020416
2025-08-16,MA,Retargeting | Site Visitors,6139,117,77.9,0.019058
2025-08-17,MA,Retargeting | Site Visitors,6162,117,62.04,0.018987
2025-08-11,SE,Prospecting | Trail,11983,138,119.7,0.011516
2025-08-12,SE,Prospecting | Trail,8980,125,82.59,0.01392
2025-08-13,SE,Prospecting | Trail,11272,113,116.9,0.010025
2025-08-14,SE,Prospecting | Trail,8598,123,103.75,0.014306
2025-08-15,SE,Prospecting | Trail,8802,146,94.22,0.016587
2025-08-16,SE,Prospecting | Trail,12014,143,100.21,0.011903
2025-08-17,SE,Prospecting | Trail,9476,96,79.66,0.010131
2025-08-11,SE,Retargeting | Site Visitors,5331,77,58.24,0.014444
2025-08-12,SE,Retargeting | Site Visitors,4765,94,68.68,0.019727
2025-08-13,SE,Retargeting | Site Visitors,4973,74,51.46,0.01488
2025-08-14,SE,Retargeting | Site Visitors,5550,108,58.99,0.019459
2025-08-15,SE,Retargeting | Site Visitors,5232,104,53.14,0.019878
2025-08-16,SE,Retargeting | Site Visitors,3657,98,54.9,0.026798
2025-08-17,SE,Retargeting | Site Visitors,5104,80,52.61,0.015674
2025-08-11,MW,Prospecting | Trail,10504,132,93.5,0.012567
2025-08-12,MW,Prospecting | Trail,12413,174,131.2,0.014018
2025-08-13,MW,Prospecting | Trail,9966,134,125.8,0.013446
2025-08-14,MW,Prospecting | Trail,12168,138,114.57,0.011341
2025-08-15,MW,Prospecting | Trail,9887,176,90.37,0.017801
2025-08-16,MW,Prospecting | Trail,11916,122,101.51,0.010238
2025-08-17,MW,Prospecting | Trail,12252,132,118.28,0.010774
2025-08-11,MW,Retargeting | Site Visitors,5119,110,53.82,0.021489
2025-08-12,MW,Retargeting | Site Visitors,4556,92,66.38,0.020193
2025-08-13,MW,Retargeting | Site Visitors,4954,99,49.74,0.019984
2025-08-14,MW,Retargeting | Site Visitors,5417,97,65.43,0.017907
2025-08-15,MW,Retargeting | Site Visitors,6110,91,69.05,0.014894
2025-08-16,MW,Retargeting | Site Visitors,4584,115,50.05,0.025087
2025-08-17,MW,Retargeting | Site Visitors,5225,100,59.13,0.019139
2025-08-11,MT,Prospecting | Trail,8163,75,67.22,0.009188
2025-08-12,MT,Prospecting | Trail,7365,96,66.63,0.013035
2025-08-13,MT,Prospecting | Trail,6909,104,68.78,0.015053
2025-08-14,MT,Prospecting | Trail,5812,84,71.49,0.014453
2025-08-15,MT,Prospecting | Trail,7190,104,58.72,0.014465
2025-08-16,MT,Prospecting | Trail,6634,95,64.12,0.01432
2025-08-17,MT,Prospecting | Trail,7100,71,84.94,0.01
2025-08-11,MT,Retargeting | Site Visitors,4160,68,39.03,0.016346
2025-08-12,MT,Retargeting | Site Visitors,4288,81,50.47,0.01889
2025-08-13,MT,Retargeting | Site Visitors,3953,71,43.13,0.017961
2025-08-14,MT,Retargeting | Site Visitors,3671,64,55.4,0.017434
2025-08-15,MT,Retargeting | Site Visitors,4236,77,43.73,0.018178
2025-08-16,MT,Retargeting | Site Visitors,4427,97,48.89,0.021911
2025-08-17,MT,Retargeting | Site Visitors,3513,88,44.2,0.02505
2025-08-11,WE,Prospecting | Trail,11188,169,$129.97,0.015105
2025-08-12,WE,Prospecting | Trail,15007,146,$137.31,0.009729
2025-08-13,WE,Prospecting | Trail,12343,199,$147.52,0.016122
2025-08-14,WE,Prospecting | Trail,15912,167,$116.00,0.010495
2025-08-15,WE,Prospecting | Trail,11366,154,$133.75,0.013549
2025-08-16,WE,Prospecting | Trail,13348,200,$117.60,0.014984
2025-08-17,WE,Prospecting | Trail,15108,158,$141.71,0.010458
2025-08-11,WE,Retargeting | Site Visitors,5263,111,$80.98,0.021091
2025-08-12,WE,Retargeting | Site Visitors,5638,101,$56.65,0.017914
2025-08-13,WE,Retargeting | Site Visitors,6148,104,$75.82,0.016916
2025-08-14,WE,Retargeting | Site Visitors,7388,110,$63.79,0.014889
2025-08-15,WE,Retargeting | Site Visitors,5766,142,$75.86,0.024627
2025-08-16,WE,Retargeting | Site Visitors,6133,133,$77.27,0.021686
2025-08-17,WE,Retargeting | Site Visitors,5873,144,$55.03,0.024519
2025-08-18,NE,Prospecting | Trail,11688,166,96.42,0.014203
2025-08-19,NE,Prospecting | Trail,9765,131,107.07,0.013415
2025-08-20,NE,Prospecting | Trail,11696,113,132.07,0.009661
2025-08-21,NE,Prospecting | Trail,11100,122,96.21,0.010991
2025-08-22,NE,Prospecting | Trail,11361,171,95.22,0.015051
2025-08-23,NE,Prospecting | Trail,11565,123,90.35,0.010636
2025-08-24,NE,Prospecting | Trail,8999,133,129.16,0.014779
2025-08-18,NE,Retargeting | Site Visitors,6104,143,77.7,0.023427
2025-08-19,NE,Retargeting | Site Visitors,6040,125,76.33,0.020695
2025-08-20,NE,Retargeting | Site Visitors,6788,110,66.64,0.016205
2025-08-21,NE,Retargeting | Site Visitors,6338,138,76.09,0.021773
2025-08-22,NE,Retargeting | Site Visitors,8212,121,91.16,0.014735
2025-08-23,NE,Retargeting | Site Visitors,7940,123,70.87,0.015491
2025-08-24,NE,Retargeting | Site Visitors,5723,100,83.38,0.017473
2025-08-18,MA,Prospecting | Trail,11252,119,93.74,0.010576
2025-08-19,MA,Prospecting | Trail,9985,146,103.58,0.014622
2025-08-20,MA,Prospecting | Trail,11731,128,141.19,0.010911
2025-08-21,MA,Prospecting | Trail,11347,133,97.49,0.011721
2025-08-22,MA,Prospecting | Trail,12585,155,102.85,0.012316
2025-08-23,MA,Prospecting | Trail,11579,111,130.76,0.009586
2025-08-24,MA,Prospecting | Trail,12222,145,121.26,0.011864
2025-08-18,MA,Retargeting | Site Visitors,5039,97,65.95,0.01925
2025-08-19,MA,Retargeting | Site Visitors,4930,101,63.46,0.020487
2025-08-20,MA,Retargeting | Site Visitors,5371,111,46.21,0.020667
2025-08-21,MA,Retargeting | Site Visitors,5603,96,66.4,0.017134
2025-08-22,MA,Retargeting | Site Visitors,5274,121,64.35,0.022943
2025-08-23,MA,Retargeting | Site Visitors,4734,93,63.68,0.019645
2025-08-24,MA,Retargeting | Site Visitors,6079,120,55.8,0.01974
2025-08-18,SE,Prospecting | Trail,11312,122,89.26,0.010785
2025-08-19,SE,Prospecting | Trail,10570,164,97.56,0.015516
2025-08-20,SE,Prospecting | Trail,11152,107,90.51,0.009595
2025-08-21,SE,Prospecting | Trail,12155,119,111.57,0.00979
2025-08-22,SE,Prospecting | Trail,10059,131,125.16,0.013023
2025-08-23,SE,Prospecting | Trail,10817,150,127.24,0.013867
2025-08-24,SE,Prospecting | Trail,9693,139,101.12,0.01434
2025-08-18,SE,Retargeting | Site Visitors,4826,78,51.77,0.016162
2025-08-19,SE,Retargeting | Site Visitors,4179,89,61.04,0.021297
2025-08-20,SE,Retargeting | Site Visitors,4616,86,52.97,0.018631
2025-08-21,SE,Retargeting | Site Visitors,5314,91,50.17,0.017125
2025-08-22,SE,Retargeting | Site Visitors,4907,84,45.05,0.017118
2025-08-23,SE,Retargeting | Site Visitors,3871,90,51.5,0.02325
2025-08-24,SE,Retargeting | Site Visitors,4848,112,61.96,0.023102
2025-08-18,MW,Prospecting | Trail,12133,143,102.1,0.011786
2025-08-19,MW,Prospecting | Trail,9104,107,97.57,0.011753
2025-08-20,MW,Prospecting | Trail,8313,135,129.61,0.01624
2025-08-21,MW,Prospecting | Trail,11855,105,111.57,0.008857
2025-08-22,MW,Prospecting | Trail,12094,138,111.53,0.011411
2025-08-23,MW,Prospecting | Trail,9179,97,95.74,0.010568
2025-08-24,MW,Prospecting | Trail,12583,133,89.44,0.01057
2025-08-18,MW,Retargeting | Site Visitors,3908,106,47.32,0.027124
2025-08-19,MW,Retargeting | Site Visitors,4898,92,52.79,0.018783
2025-08-20,MW,Retargeting | Site Visitors,5636,80,44.59,0.014194
2025-08-21,MW,Retargeting | Site Visitors,5536,97,63.37,0.017522
2025-08-22,MW,Retargeting | Site Visitors,3674,108,43.14,0.029396
2025-08-23,MW,Retargeting | Site Visitors,4634,91,60.44,0.019637
2025-08-24,MW,Retargeting | Site Visitors,4395,86,64.17,0.019568
2025-08-18,MT,Prospecting | Trail,7128,79,68.07,0.011083
2025-08-19,MT,Prospecting | Trail,6998,78,73.67,0.011146
2025-08-20,MT,Prospecting | Trail,8911,81,73.66,0.00909
2025-08-21,MT,Prospecting | Trail,6002,97,56.89,0.016161
2025-08-22,MT,Prospecting | Trail,6067,92,68.54,0.015164
2025-08-23,MT,Prospecting | Trail,7558,78,78.92,0.01032
2025-08-24,MT,Prospecting | Trail,8056,68,77.3,0.008441
2025-08-18,MT,Retargeting | Site Visitors,3502,97,50.56,0.027698
2025-08-19,MT,Retargeting | Site Visitors,3998,90,40.53,0.022511
2025-08-20,MT,Retargeting | Site Visitors,3560,76,45.51,0.021348
2025-08-21,MT,Retargeting | Site Visitors,4569,76,42.68,0.016634
2025-08-22,MT,Retargeting | Site Visitors,4572,71,47.46,0.015529
2025-08-23,MT,Retargeting | Site Visitors,4242,67,41.36,0.015794
2025-08-24,MT,Retargeting | Site Visitors,3791,77,56.57,0.020311
2025-08-18,WE,Prospecting | Trail,14299,156,$149.44,0.01091
2025-08-19,WE,Prospecting | Trail,15821,159,$145.01,0.01005
2025-08-20,WE,Prospecting | Trail,11196,185,$126.04,0.016524
2025-08-21,WE,Prospecting | Trail,12932,163,$131.65,0.012604
2025-08-22,WE,Prospecting | Trail,13464,149,$138.44,0.011067
2025-08-23,WE,Prospecting | Trail,12185,163,$112.15,0.013377
2025-08-24,WE,Prospecting | Trail,13953,128,$117.00,0.009174
2025-08-18,WE,Retargeting | Site Visitors,6552,124,$84.93,0.018926
2025-08-19,WE,Retargeting | Site Visitors,6662,125,$104.11,0.018763
2025-08-20,WE,Retargeting | Site Visitors,6062,155,$71.13,0.025569
2025-08-21,WE,Retargeting | Site Visitors,7810,126,$99.98,0.016133
2025-08-22,WE,Retargeting | Site Visitors,7481,136,$70.67,0.018179
2025-08-23,WE,Retargeting | Site Visitors,7165,105,$69.23,0.014655
2025-08-24,WE,Retargeting | Site Visitors,7986,144,$71.70,0.018032
2025-08-25,NE,Prospecting | Trail,11016,146,137.75,0.013253
2025-08-26,NE,Prospecting | Trail,14376,161,144.47,0.011199
2025-08-27,NE,Prospecting | Trail,12582,166,130.75,0.013193
2025-08-28,NE,Prospecting | Trail,15560,160,146.15,0.010283
2025-08-29,NE,Prospecting | Trail,10946,179,134.65,0.016353
2025-08-30,NE,Prospecting | Trail,16018,164,110.15,0.010238
2025-08-31,NE,Prospecting | Trail,15158,124,133.5,0.00818
2025-08-25,NE,Retargeting | Site Visitors,5375,106,75.59,0.019721
2025-08-26,NE,Retargeting | Site Visitors,4956,94,53.47,0.018967
2025-08-27,NE,Retargeting | Site Visitors,5080,89,74.22,0.01752
2025-08-28,NE,Retargeting | Site Visitors,5689,84,61.81,0.014765
2025-08-29,NE,Retargeting | Site Visitors,6551,104,56.31,0.015875
2025-08-30,NE,Retargeting | Site Visitors,5468,93,51.5,0.017008
2025-08-31,NE,Retargeting | Site Visitors,4243,113,56.78,0.026632
2025-08-25,MA,Prospecting | Trail,13620,180,109.97,0.013216
2025-08-26,MA,Prospecting | Trail,15081,150,115.0,0.009946
2025-08-27,MA,Prospecting | Trail,11991,158,140.8,0.013177
2025-08-28,MA,Prospecting | Trail,14385,149,154.03,0.010358
2025-08-29,MA,Prospecting | Trail,12532,139,109.59,0.011092
2025-08-30,MA,Prospecting | Trail,10249,129,113.06,0.012587
2025-08-31,MA,Prospecting | Trail,13065,134,148.59,0.010256
2025-08-25,MA,Retargeting | Site Visitors,5250,69,50.03,0.013143
2025-08-26,MA,Retargeting | Site Visitors,4911,83,46.63,0.016901
2025-08-27,MA,Retargeting | Site Visitors,5563,96,67.18,0.017257
2025-08-28,MA,Retargeting | Site Visitors,5013,91,58.55,0.018153
2025-08-29,MA,Retargeting | Site Visitors,5541,99,58.18,0.017867
2025-08-30,MA,Retargeting | Site Visitors,3873,99,62.03,0.025562
2025-08-31,MA,Retargeting | Site Visitors,4753,87,58.79,0.018304
2025-08-25,SE,Prospecting | Trail,13037,136,112.16,0.010432
2025-08-26,SE,Prospecting | Trail,9529,140,94.92,0.014692
2025-08-27,SE,Prospecting | Trail,9838,139,139.02,0.014129
2025-08-28,SE,Prospecting | Trail,11942,105,119.67,0.008792
2025-08-29,SE,Prospecting | Trail,13046,139,105.27,0.010655
2025-08-30,SE,Prospecting | Trail,12474,143,93.33,0.011464
2025-08-31,SE,Prospecting | Trail,9814,143,116.51,0.014571
2025-08-25,SE,Retargeting | Site Visitors,4934,77,54.29,0.015606
2025-08-26,SE,Retargeting | Site Visitors,3871,95,37.54,0.024541
2025-08-27,SE,Retargeting | Site Visitors,4264,65,47.75,0.015244
2025-08-28,SE,Retargeting | Site Visitors,3475,83,52.14,0.023885
2025-08-29,SE,Retargeting | Site Visitors,4834,94,51.83,0.019446
2025-08-30,SE,Retargeting | Site Visitors,4901,78,56.42,0.015915
2025-08-31,SE,Retargeting | Site Visitors,3968,66,47.89,0.016633
2025-08-25,MW,Prospecting | Trail,11928,119,101.02,0.009977
2025-08-26,MW,Prospecting | Trail,8498,120,74.1,0.014121
2025-08-27,MW,Prospecting | Trail,9829,129,105.35,0.013124
2025-08-28,MW,Prospecting | Trail,9740,106,97.23,0.010883
2025-08-29,MW,Prospecting | Trail,8001,111,75.24,0.013873
2025-08-30,MW,Prospecting | Trail,8953,122,91.29,0.013627
2025-08-31,MW,Prospecting | Trail,7940,116,91.69,0.01461
2025-08-25,MW,Retargeting | Site Visitors,5251,127,55.63,0.024186
2025-08-26,MW,Retargeting | Site Visitors,5460,101,67.34,0.018498
2025-08-27,MW,Retargeting | Site Visitors,6139,100,72.38,0.016289
2025-08-28,MW,Retargeting | Site Visitors,6586,87,51.52,0.01321
2025-08-29,MW,Retargeting | Site Visitors,4868,128,72.69,0.026294
2025-08-30,MW,Retargeting | Site Visitors,5338,122,56.38,0.022855
2025-08-31,MW,Retargeting | Site Visitors,4643,94,64.33,0.020246
2025-08-25,MT,Prospecting | Trail,9330,118,78.64,0.012647
2025-08-26,MT,Prospecting | Trail,9315,96,71.36,0.010306
2025-08-27,MT,Prospecting | Trail,8657,91,91.23,0.010512
2025-08-28,MT,Prospecting | Trail,6814,101,66.0,0.014822
2025-08-29,MT,Prospecting | Trail,6772,98,88.63,0.014471
2025-08-30,MT,Prospecting | Trail,9963,131,99.99,0.013149
2025-08-31,MT,Prospecting | Trail,6887,90,69.97,0.013068
2025-08-25,MT,Retargeting | Site Visitors,3051,65,50.17,0.021304
2025-08-26,MT,Retargeting | Site Visitors,3592,69,48.45,0.019209
2025-08-27,MT,Retargeting | Site Visitors,4209,58,44.53,0.01378
2025-08-28,MT,Retargeting | Site Visitors,3466,75,34.17,0.021639
2025-08-29,MT,Retargeting | Site Visitors,3237,63,35.22,0.019462
2025-08-30,MT,Retargeting | Site Visitors,3892,60,41.4,0.015416
2025-08-31,MT,Retargeting | Site Visitors,3699,83,35.24,0.022438
2025-08-25,WE,Prospecting | Trail,14387,154,$160.63,0.010704
2025-08-26,WE,Prospecting | Trail,14391,189,$171.75,0.013133
2025-08-27,WE,Prospecting | Trail,12201,158,$154.14,0.01295
2025-08-28,WE,Prospecting | Trail,17693,162,$121.63,0.009156
2025-08-29,WE,Prospecting | Trail,15504,193,$139.13,0.012448
2025-08-30,WE,Prospecting | Trail,13408,144,$123.07,0.01074
2025-08-31,WE,Prospecting | Trail,14150,144,$126.66,0.010177
2025-08-25,WE,Retargeting | Site Visitors,6580,112,$58.80,0.017021
2025-08-26,WE,Retargeting | Site Visitors,6504,94,$68.92,0.014453
2025-08-27,WE,Retargeting | Site Visitors,5774,101,$57.71,0.017492
2025-08-28,WE,Retargeting | Site Visitors,4789,132,$84.41,0.027563
2025-08-29,WE,Retargeting | Site Visitors,6638,130,$77.02,0.019584
2025-08-30,WE,Retargeting | Site Visitors,6590,111,$59.82,0.016844
2025-08-31,WE,Retargeting | Site Visitors,5196,106,$77.14,0.0204
2025-09-01,NE,Prospecting | Trail,17370,144,129.45,0.00829
2025-09-02,NE,Prospecting | Trail,14201,155,170.25,0.010915
2025-09-03,NE,Prospecting | Trail,11554,160,149.09,0.013848
2025-09-04,NE,Prospecting | Trail,16880,195,164.97,0.011552
2025-09-05,NE,Prospecting | Trail,15275,199,134.77,0.013028
2025-09-06,NE,Prospecting | Trail,17779,150,137.84,0.008437
2025-09-07,NE,Prospecting | Trail,11542,178,138.72,0.015422
2025-09-01,NE,Retargeting | Site Visitors,5569,118,63.66,0.021189
2025-09-02,NE,Retargeting | Site Visitors,6901,96,89.87,0.013911
2025-09-03,NE,Retargeting | Site Visitors,7132,130,60.6,0.018228
2025-09-04,NE,Retargeting | Site Visitors,5083,105,65.03,0.020657
2025-09-05,NE,Retargeting | Site Visitors,5646,116,73.74,0.020546
2025-09-06,NE,Retargeting | Site Visitors,5191,127,60.33,0.024465
2025-09-07,NE,Retargeting | Site Visitors,7154,94,77.55,0.01314
2025-09-01,MA,Prospecting | Trail,12282,147,112.25,0.011969
2025-09-02,MA,Prospecting | Trail,13297,150,141.08,0.011281
2025-09-03,MA,Prospecting | Trail,9316,157,111.51,0.016853
2025-09-04,MA,Prospecting | Trail,11256,104,134.83,0.00924
2025-09-05,MA,Prospecting | Trail,12414,123,109.84,0.009908
2025-09-06,MA,Prospecting | Trail,13543,129,102.87,0.009525
2025-09-07,MA,Prospecting | Trail,10695,136,99.1,0.012716
2025-09-01,MA,Retargeting | Site Visitors,5278,122,65.59,0.023115
2025-09-02,MA,Retargeting | Site Visitors,4713,116,57.68,0.024613
2025-09-03,MA,Retargeting | Site Visitors,5253,82,60.62,0.01561
2025-09-04,MA,Retargeting | Site Visitors,5661,80,52.43,0.014132
2025-09-05,MA,Retargeting | Site Visitors,6776,106,75.46,0.015643
2025-09-06,MA,Retargeting | Site Visitors,5522,110,73.25,0.01992
2025-09-07,MA,Retargeting | Site Visitors,6672,113,73.52,0.016936
2025-09-01,SE,Prospecting | Trail,10661,123,107.18,0.011537
2025-09-02,SE,Prospecting | Trail,7780,110,96.98,0.014139
2025-09-03,SE,Prospecting | Trail,7924,132,83.06,0.016658
2025-09-04,SE,Prospecting | Trail,10176,99,100.85,0.009729
2025-09-05,SE,Prospecting | Trail,9453,95,91.37,0.01005
2025-09-06,SE,Prospecting | Trail,10510,128,89.1,0.012179
2025-09-07,SE,Prospecting | Trail,10786,100,90.89,0.009271
2025-09-01,SE,Retargeting | Site Visitors,5902,118,70.52,0.019993
2025-09-02,SE,Retargeting | Site Visitors,5537,107,79.82,0.019325
2025-09-03,SE,Retargeting | Site Visitors,6169,106,55.09,0.017183
2025-09-04,SE,Retargeting | Site Visitors,7124,115,59.99,0.016143
2025-09-05,SE,Retargeting | Site Visitors,5076,104,60.79,0.020489
2025-09-06,SE,Retargeting | Site Visitors,4985,88,73.31,0.017653
2025-09-07,SE,Retargeting | Site Visitors,7008,109,81.18,0.015554
2025-09-01,MW,Prospecting | Trail,10707,123,112.5,0.011488
2025-09-02,MW,Prospecting | Trail,12290,127,90.08,0.010334
2025-09-03,MW,Prospecting | Trail,12277,141,91.79,0.011485
2025-09-04,MW,Prospecting | Trail,12729,184,111.21,0.014455
2025-09-05,MW,Prospecting | Trail,10316,134,138.06,0.01299
2025-09-06,MW,Prospecting | Trail,10699,142,110.0,0.013272
2025-09-07,MW,Prospecting | Trail,11082,125,131.36,0.01128
2025-09-01,MW,Retargeting | Site Visitors,4519,101,59.44,0.02235
2025-09-02,MW,Retargeting | Site Visitors,4511,92,54.75,0.020395
2025-09-03,MW,Retargeting | Site Visitors,3674,100,54.96,0.027218
2025-09-04,MW,Retargeting | Site Visitors,4743,101,51.07,0.021295
2025-09-05,MW,Retargeting | Site Visitors,4895,74,52.25,0.015117
2025-09-06,MW,Retargeting | Site Visitors,5553,83,57.56,0.014947
2025-09-07,MW,Retargeting | Site Visitors,4841,95,46.41,0.019624
2025-09-01,MT,Prospecting | Trail,7789,81,71.9,0.010399
2025-09-02,MT,Prospecting | Trail,6430,97,90.52,0.015086
2025-09-03,MT,Prospecting | Trail,8723,65,65.96,0.007452
2025-09-04,MT,Prospecting | Trail,7348,91,70.23,0.012384
2025-09-05,MT,Prospecting | Trail,6392,95,66.89,0.014862
2025-09-06,MT,Prospecting | Trail,6940,65,77.1,0.009366
2025-09-07,MT,Prospecting | Trail,7930,85,62.6,0.010719
2025-09-01,MT,Retargeting | Site Visitors,3637,67,44.64,0.018422
2025-09-02,MT,Retargeting | Site Visitors,3208,70,37.14,0.02182
2025-09-03,MT,Retargeting | Site Visitors,3298,76,40.18,0.023044
2025-09-04,MT,Retargeting | Site Visitors,2667,59,35.53,0.022122
2025-09-05,MT,Retargeting | Site Visitors,3706,55,36.91,0.014841
2025-09-06,MT,Retargeting | Site Visitors,3267,65,36.95,0.019896
2025-09-07,MT,Retargeting | Site Visitors,3827,65,40.17,0.016985
2025-09-01,WE,Prospecting | Trail,14424,157,$155.04,0.010885
2025-09-02,WE,Prospecting | Trail,12661,149,$159.66,0.011768
2025-09-03,WE,Prospecting | Trail,13765,153,$120.40,0.011115
2025-09-04,WE,Prospecting | Trail,11594,213,$113.67,0.018372
2025-09-05,WE,Prospecting | Trail,16781,211,$164.50,0.012574
2025-09-06,WE,Prospecting | Trail,14296,200,$118.60,0.01399
2025-09-07,WE,Prospecting | Trail,18032,209,$163.36,0.011591
2025-09-01,WE,Retargeting | Site Visitors,6748,88,$67.60,0.013041
2025-09-02,WE,Retargeting | Site Visitors,5124,117,$58.72,0.022834
2025-09-03,WE,Retargeting | Site Visitors,5972,95,$74.37,0.015908
2025-09-04,WE,Retargeting | Site Visitors,5446,107,$74.10,0.019647
2025-09-05,WE,Retargeting | Site Visitors,5884,122,$72.32,0.020734
2025-09-06,WE,Retargeting | Site Visitors,7485,128,$56.53,0.017101
2025-09-07,WE,Retargeting | Site Visitors,5385,108,$79.88,0.020056
2025-09-08,NE,Prospecting | Trail,10780,163,116.08,0.015121
2025-09-09,NE,Prospecting | Trail,15699,170,147.31,0.010829
2025-09-10,NE,Prospecting | Trail,12348,154,102.29,0.012472
2025-09-11,NE,Prospecting | Trail,13788,154,116.9,0.011169
2025-09-12,NE,Prospecting | Trail,10767,176,145.69,0.016346
2025-09-13,NE,Prospecting | Trail,14999,166,128.4,0.011067
2025-09-14,NE,Prospecting | Trail,12044,145,129.52,0.012039
2025-09-08,NE,Retargeting | Site Visitors,5717,106,55.75,0.018541
2025-09-09,NE,Retargeting | Site Visitors,5771,107,63.71,0.018541
2025-09-10,NE,Retargeting | Site Visitors,5956,79,49.25,0.013264
2025-09-11,NE,Retargeting | Site Visitors,4420,91,52.52,0.020588
2025-09-12,NE,Retargeting | Site Visitors,5334,102,70.94,0.019123
2025-09-13,NE,Retargeting | Site Visitors,5863,94,73.25,0.016033
2025-09-14,NE,Retargeting | Site Visitors,4416,106,65.57,0.024004
2025-09-08,MA,Prospecting | Trail,11421,137,114.24,0.011995
2025-09-09,MA,Prospecting | Trail,12089,166,149.71,0.013731
2025-09-10,MA,Prospecting | Trail,14171,168,129.46,0.011855
2025-09-11,MA,Prospecting | Trail,11538,156,115.93,0.013521
2025-09-12,MA,Prospecting | Trail,16014,154,126.8,0.009617
2025-09-13,MA,Prospecting | Trail,13595,183,124.3,0.013461
2025-09-14,MA,Prospecting | Trail,10839,118,118.29,0.010887
2025-09-08,MA,Retargeting | Site Visitors,5810,104,63.69,0.0179
2025-09-09,MA,Retargeting | Site Visitors,5614,113,69.43,0.020128
2025-09-10,MA,Retargeting | Site Visitors,5494,77,58.68,0.014015
2025-09-11,MA,Retargeting | Site Visitors,4742,85,69.33,0.017925
2025-09-12,MA,Retargeting | Site Visitors,4554,117,59.34,0.025692
2025-09-13,MA,Retargeting | Site Visitors,6130,79,63.2,0.012887
2025-09-14,MA,Retargeting | Site Visitors,5123,97,47.21,0.018934
2025-09-08,SE,Prospecting | Trail,8925,96,108.95,0.010756
2025-09-09,SE,Prospecting | Trail,12600,135,93.4,0.010714
2025-09-10,SE,Prospecting | Trail,8763,105,105.47,0.011982
2025-09-11,SE,Prospecting | Trail,10528,112,89.64,0.010638
2025-09-12,SE,Prospecting | Trail,10196,147,99.98,0.014417
2025-09-13,SE,Prospecting | Trail,8610,143,105.89,0.016609
2025-09-14,SE,Prospecting | Trail,12805,138,106.46,0.010777
2025-09-08,SE,Retargeting | Site Visitors,6438,113,71.12,0.017552
2025-09-09,SE,Retargeting | Site Visitors,5421,87,60.88,0.016049
2025-09-10,SE,Retargeting | Site Visitors,5145,119,72.45,0.023129
2025-09-11,SE,Retargeting | Site Visitors,6295,89,57.72,0.014138
2025-09-12,SE,Retargeting | Site Visitors,6619,102,73.69,0.01541
2025-09-13,SE,Retargeting | Site Visitors,5921,127,73.35,0.021449
2025-09-14,SE,Retargeting | Site Visitors,5468,123,65.82,0.022495
2025-09-08,MW,Prospecting | Trail,11522,142,102.88,0.012324
2025-09-09,MW,Prospecting | Trail,11723,104,91.57,0.008871
2025-09-10,MW,Prospecting | Trail,11322,153,96.64,0.013514
2025-09-11,MW,Prospecting | Trail,9925,109,118.45,0.010982
2025-09-12,MW,Prospecting | Trail,8101,123,126.98,0.015183
2025-09-13,MW,Prospecting | Trail,9252,130,88.12,0.014051
2025-09-14,MW,Prospecting | Trail,11149,145,90.71,0.013006
2025-09-08,MW,Retargeting | Site Visitors,5055,116,69.99,0.022948
2025-09-09,MW,Retargeting | Site Visitors,5844,125,63.43,0.021389
2025-09-10,MW,Retargeting | Site Visitors,4019,95,65.61,0.023638
2025-09-11,MW,Retargeting | Site Visitors,5003,90,57.37,0.017989
2025-09-12,MW,Retargeting | Site Visitors,5972,102,75.24,0.01708
2025-09-13,MW,Retargeting | Site Visitors,5958,111,50.28,0.01863
2025-09-14,MW,Retargeting | Site Visitors,6230,88,56.03,0.014125
2025-09-08,MT,Prospecting | Trail,6103,113,69.63,0.018515
2025-09-09,MT,Prospecting | Trail,7659,89,69.28,0.01162
2025-09-10,MT,Prospecting | Trail,8649,91,90.51,0.010521
2025-09-11,MT,Prospecting | Trail,6934,91,86.31,0.013124
2025-09-12,MT,Prospecting | Trail,7380,85,68.77,0.011518
2025-09-13,MT,Prospecting | Trail,9069,97,68.88,0.010696
2025-09-14,MT,Prospecting | Trail,8531,90,78.98,0.01055
2025-09-08,MT,Retargeting | Site Visitors,4147,67,31.34,0.016156
2025-09-09,MT,Retargeting | Site Visitors,2837,60,34.44,0.021149
2025-09-10,MT,Retargeting | Site Visitors,3186,68,33.91,0.021343
2025-09-11,MT,Retargeting | Site Visitors,3231,60,45.09,0.01857
2025-09-12,MT,Retargeting | Site Visitors,3095,63,39.88,0.020355
2025-09-13,MT,Retargeting | Site Visitors,3273,66,38.51,0.020165
2025-09-14,MT,Retargeting | Site Visitors,3719,47,46.94,0.012638
2025-09-08,WE,Prospecting | Trail,13013,181,$106.66,0.013909
2025-09-09,WE,Prospecting | Trail,11336,148,$154.93,0.013056
2025-09-10,WE,Prospecting | Trail,16403,177,$138.32,0.010791
2025-09-11,WE,Prospecting | Trail,12836,202,$113.04,0.015737
2025-09-12,WE,Prospecting | Trail,16418,151,$128.80,0.009197
2025-09-13,WE,Prospecting | Trail,14013,151,$140.24,0.010776
