timeperiod,geo,campaign,impressions,clicks,spend,ctr,cpc
04/08/2025,MW,Search - Brand,12190,1148,75.77,0.094176,0.066
04/09/2025,MW,Search - Brand,9425,957,74.15,0.101538,0.0775
04/10/2025,MW,Search - Brand,10136,1076,68.72,0.106156,0.0639
04/11/2025,MW,Search - Brand,11678,1193,75.92,0.102158,0.0636
04/12/2025,MW,Search - Brand,11332,1083,78.52,0.09557,0.0725
04/13/2025,MW,Search - Brand,11643,948,73.74,0.081422,0.0778
04/07/2025,MW,Nonbrand | Trail Running,15071,581,134.23,0.038551,0.231
04/08/2025,MW,Nonbrand | Trail Running,15277,552,140.82,0.036133,0.2551
04/09/2025,MW,Nonbrand | Trail Running,14384,657,167.16,0.045676,0.2544
04/10/2025,MW,Nonbrand | Trail Running,16344,533,117.88,0.032611,0.2212
04/11/2025,MW,Nonbrand | Trail Running,13321,657,147.53,0.049321,0.2245
04/12/2025,MW,Nonbrand | Trail Running,15919,521,122.39,0.032728,0.2349
04/13/2025,MW,Nonbrand | Trail Running,17985,548,155.51,0.03047,0.2838
04/07/2025,MW,Nonbrand | Outdoor Apparel,12253,538,112.34,0.043908,0.2088
04/08/2025,MW,Nonbrand | Outdoor Apparel,15363,540,95.29,0.035149,0.1765
04/09/2025,MW,Nonbrand | Outdoor Apparel,15125,677,132.89,0.04476,0.1963
04/10/2025,MW,Nonbrand | Outdoor Apparel,14244,533,130.83,0.037419,0.2455
04/11/2025,MW,Nonbrand | Outdoor Apparel,12164,659,108.77,0.054176,0.1651
04/12/2025,MW,Nonbrand | Outdoor Apparel,13881,581,123.99,0.041856,0.2134
04/13/2025,MW,Nonbrand | Outdoor Apparel,15561,808,124.08,0.051925,0.1536
04/07/2025,MT,Brand Search,9739,1103,76.21,0.113256,0.0691
04/08/2025,MT,Brand Search,12000,1180,81.89,0.098333,0.0694
04/09/2025,MT,Brand Search,10764,1070,57.44,0.099405,0.0537
04/10/2025,MT,Brand Search,9909,808,57.22,0.081542,0.0708
04/11/2025,MT,Brand Search,10510,862,72.36,0.082017,0.0839
04/12/2025,MT,Brand Search,10122,1045,56.82,0.10324,0.0544
04/13/2025,MT,Brand Search,9899,828,64.9,0.083645,0.0784
04/07/2025,MT,Nonbrand | Trail Running,15449,471,146.93,0.030487,0.3119
04/08/2025,MT,Nonbrand | Trail Running,15582,502,114.35,0.032217,0.2278
04/09/2025,MT,Nonbrand | Trail Running,13000,475,155.43,0.036538,0.3272
04/10/2025,MT,Nonbrand | Trail Running,16847,566,137.85,0.033596,0.2436
04/11/2025,MT,Nonbrand | Trail Running,13561,538,103.07,0.039673,0.1916
04/12/2025,MT,Nonbrand | Trail Running,12119,558,129.04,0.046043,0.2312
04/13/2025,MT,Nonbrand | Trail Running,11670,425,107.21,0.036418,0.2523
04/07/2025,MT,Nonbrand | Outdoor Apparel,9769,529,75.54,0.054151,0.1428
04/08/2025,MT,Nonbrand | Outdoor Apparel,9547,412,104.37,0.043155,0.2533
04/09/2025,MT,Nonbrand | Outdoor Apparel,10807,508,102.92,0.047007,0.2026
04/10/2025,MT,Nonbrand | Outdoor Apparel,11784,425,103.81,0.036066,0.2443
04/11/2025,MT,Nonbrand | Outdoor Apparel,11671,509,71.96,0.043612,0.1414
04/12/2025,MT,Nonbrand | Outdoor Apparel,11716,462,93.35,0.039433,0.2021
04/13/2025,MT,Nonbrand | Outdoor Apparel,11442,549,92.63,0.047981,0.1687
04/07/2025,WE,Branded Search,16189,1318,93.0,0.081413,0.0706
04/08/2025,WE,Branded Search,16790,1566,112.72,0.09327,0.072
04/09/2025,WE,Branded Search,14143,1389,101.41,0.098211,0.073
04/10/2025,WE,Branded Search,14984,1245,96.9,0.083089,0.0778
04/11/2025,WE,Branded Search,13164,1595,86.44,0.121164,0.0542
04/12/2025,WE,Branded Search,14535,1704,106.33,0.117234,0.0624
04/13/2025,WE,Branded Search,15386,1379,76.42,0.089627,0.0554
04/07/2025,WE,Nonbrand | Trail Running,19314,561,148.2,0.029046,0.2642
04/08/2025,WE,Nonbrand | Trail Running,16977,770,130.94,0.045355,0.17
04/09/2025,WE,Nonbrand | Trail Running,16546,777,167.47,0.04696,0.2155
04/10/2025,WE,Nonbrand | Trail Running,14132,579,178.35,0.040971,0.308
04/11/2025,WE,Nonbrand | Trail Running,14481,559,160.25,0.038602,0.2867
04/12/2025,WE,Nonbrand | Trail Running,18775,653,152.54,0.03478,0.2336
04/13/2025,WE,Nonbrand | Trail Running,19622,787,152.85,0.040108,0.1942
04/07/2025,WE,Nonbrand | Outdoor Apparel,20943,620,170.38,0.029604,0.2748
04/08/2025,WE,Nonbrand | Outdoor Apparel,15074,851,157.47,0.056455,0.185
04/09/2025,WE,Nonbrand | Outdoor Apparel,15417,791,128.24,0.051307,0.1621
04/10/2025,WE,Nonbrand | Outdoor Apparel,20107,764,145.87,0.037997,0.1909
04/11/2025,WE,Nonbrand | Outdoor Apparel,15672,726,163.49,0.046325,0.2252
04/12/2025,WE,Nonbrand | Outdoor Apparel,14796,775,120.28,0.052379,0.1552
04/13/2025,WE,Nonbrand | Outdoor Apparel,20446,768,142.89,0.037562,0.1861
04/14/2025,NE,Brand Search,10674,1057,84.84,0.099026,0.0803
04/15/2025,NE,Brand Search,12640,1508,86.69,0.119304,0.0575
04/16/2025,NE,Brand Search,13783,1262,93.39,0.091562,0.074
04/17/2025,NE,Brand Search,16273,1021,88.19,0.062742,0.0864
04/18/2025,NE,Brand Search,14667,1563,95.3,0.106566,0.061
04/19/2025,NE,Brand Search,16472,1087,99.31,0.065991,0.0914
04/20/2025,NE,Brand Search,14748,1129,87.51,0.076553,0.0775
04/14/2025,NE,Nonbrand | Trail Running,18733,522,167.38,0.027865,0.3207
04/15/2025,NE,Nonbrand | Trail Running,16377,713,127.64,0.043537,0.179
04/16/2025,NE,Nonbrand | Trail Running,17701,551,163.31,0.031128,0.2964
04/17/2025,NE,Nonbrand | Trail Running,19235,774,128.86,0.040239,0.1665
04/18/2025,NE,Nonbrand | Trail Running,13747,645,174.99,0.046919,0.2713
04/19/2025,NE,Nonbrand | Trail Running,12862,738,145.1,0.057378,0.1966
04/20/2025,NE,Nonbrand | Trail Running,18785,646,161.41,0.034389,0.2499
04/14/2025,NE,Nonbrand | Outdoor Apparel,17939,583,130.48,0.032499,0.2238
04/15/2025,NE,Nonbrand | Outdoor Apparel,13476,705,109.91,0.052315,0.1559
04/16/2025,NE,Nonbrand | Outdoor Apparel,12961,565,124.35,0.043592,0.2201
04/17/2025,NE,Nonbrand | Outdoor Apparel,16629,633,108.22,0.038066,0.171
04/18/2025,NE,Nonbrand | Outdoor Apparel,16927,494,140.85,0.029184,0.2851
04/19/2025,NE,Nonbrand | Outdoor Apparel,14784,657,140.78,0.04444,0.2143
04/20/2025,NE,Nonbrand | Outdoor Apparel,12901,491,132.61,0.038059,0.2701
04/14/2025,MA,Branded Search,14518,1291,95.96,0.088924,0.0743
04/15/2025,MA,Branded Search,11816,1048,96.91,0.088693,0.0925
04/16/2025,MA,Branded Search,13374,1171,92.92,0.087558,0.0794
04/17/2025,MA,Branded Search,12592,1366,82.05,0.108482,0.0601
04/18/2025,MA,Branded Search,14290,1380,97.26,0.096571,0.0705
04/19/2025,MA,Branded Search,13540,1442,71.36,0.106499,0.0495
04/20/2025,MA,Branded Search,14794,1070,71.06,0.072327,0.0664
04/14/2025,MA,Nonbrand | Trail Running,16413,859,158.57,0.052337,0.1846
04/15/2025,MA,Nonbrand | Trail Running,19521,731,129.55,0.037447,0.1772
04/16/2025,MA,Nonbrand | Trail Running,14819,586,186.51,0.039544,0.3183
04/17/2025,MA,Nonbrand | Trail Running,15093,753,126.18,0.049891,0.1676
04/18/2025,MA,Nonbrand | Trail Running,19467,745,158.33,0.03827,0.2125
04/19/2025,MA,Nonbrand | Trail Running,14571,588,182.73,0.040354,0.3108
04/20/2025,MA,Nonbrand | Trail Running,21501,577,162.73,0.026836,0.282
04/14/2025,MA,Nonbrand | Outdoor Apparel,16613,717,153.15,0.043159,0.2136
04/15/2025,MA,Nonbrand | Outdoor Apparel,14082,565,172.56,0.040122,0.3054
04/16/2025,MA,Nonbrand | Outdoor Apparel,16474,725,131.27,0.044009,0.1811
04/17/2025,MA,Nonbrand | Outdoor Apparel,15237,659,128.38,0.04325,0.1948
04/18/2025,MA,Nonbrand | Outdoor Apparel,14886,813,114.67,0.054615,0.141
04/19/2025,MA,Nonbrand | Outdoor Apparel,17210,797,124.31,0.04631,0.156
04/20/2025,MA,Nonbrand | Outdoor Apparel,18193,533,122.31,0.029297,0.2295
04/14/2025,SE,Search - Brand,9982,1178,73.84,0.118012,0.0627
04/15/2025,SE,Search - Brand,9528,1013,56.13,0.106318,0.0554
04/16/2025,SE,Search - Brand,11213,1190,63.58,0.106127,0.0534
04/17/2025,SE,Search - Brand,10565,923,59.92,0.087364,0.0649
04/18/2025,SE,Search - Brand,11267,826,79.25,0.073311,0.0959
04/19/2025,SE,Search - Brand,11066,949,74.25,0.085758,0.0782
04/20/2025,SE,Search - Brand,11468,1123,73.6,0.097925,0.0655
04/14/2025,SE,Nonbrand | Trail Running,13255,693,163.55,0.052282,0.236
04/15/2025,SE,Nonbrand | Trail Running,17564,551,127.12,0.031371,0.2307
04/16/2025,SE,Nonbrand | Trail Running,15187,466,120.88,0.030684,0.2594
04/17/2025,SE,Nonbrand | Trail Running,12523,523,120.34,0.041763,0.2301
04/18/2025,SE,Nonbrand | Trail Running,15670,647,115.68,0.041289,0.1788
04/19/2025,SE,Nonbrand | Trail Running,13490,470,150.04,0.034841,0.3192
04/20/2025,SE,Nonbrand | Trail Running,14378,485,131.19,0.033732,0.2705
04/14/2025,SE,Nonbrand | Outdoor Apparel,13776,457,114.89,0.033174,0.2514
04/15/2025,SE,Nonbrand | Outdoor Apparel,12890,451,93.3,0.034988,0.2069
04/16/2025,SE,Nonbrand | Outdoor Apparel,9932,481,98.16,0.048429,0.2041
04/17/2025,SE,Nonbrand | Outdoor Apparel,10919,455,79.11,0.04167,0.1739
04/18/2025,SE,Nonbrand | Outdoor Apparel,10217,573,94.39,0.056083,0.1647
04/19/2025,SE,Nonbrand | Outdoor Apparel,13712,544,108.82,0.039673,0.2
04/20/2025,SE,Nonbrand | Outdoor Apparel,10627,417,100.74,0.03924,0.2416
04/14/2025,MW,Brand Search,14047,890,87.11,0.063359,0.0979
04/15/2025,MW,Brand Search,10573,1080,84.92,0.102147,0.0786
04/16/2025,MW,Brand Search,13948,1201,61.1,0.086106,0.0509
04/17/2025,MW,Brand Search,9789,1185,78.14,0.121054,0.0659
04/18/2025,MW,Brand Search,11193,989,72.82,0.088359,0.0736
04/19/2025,MW,Brand Search,12720,935,85.05,0.073506,0.091
04/20/2025,MW,Brand Search,11550,921,67.31,0.07974,0.0731
04/14/2025,MW,Nonbrand | Trail Running,19217,529,163.49,0.027528,0.309
04/15/2025,MW,Nonbrand | Trail Running,16993,543,147.63,0.031954,0.2719
04/16/2025,MW,Nonbrand | Trail Running,18223,662,140.18,0.036328,0.2118
04/17/2025,MW,Nonbrand | Trail Running,18269,758,135.55,0.041491,0.1788
04/18/2025,MW,Nonbrand | Trail Running,13794,639,156.19,0.046324,0.2444
04/19/2025,MW,Nonbrand | Trail Running,15569,760,141.48,0.048815,0.1862
04/20/2025,MW,Nonbrand | Trail Running,14750,571,178.51,0.038712,0.3126
04/14/2025,MW,Nonbrand | Outdoor Apparel,12013,447,91.14,0.03721,0.2039
04/15/2025,MW,Nonbrand | Outdoor Apparel,12016,496,100.42,0.041278,0.2025
04/16/2025,MW,Nonbrand | Outdoor Apparel,13546,455,109.5,0.033589,0.2406
04/17/2025,MW,Nonbrand | Outdoor Apparel,11896,505,109.85,0.042451,0.2175
04/18/2025,MW,Nonbrand | Outdoor Apparel,13191,401,80.21,0.0304,0.2
04/19/2025,MW,Nonbrand | Outdoor Apparel,12339,439,100.09,0.035578,0.228
04/20/2025,MW,Nonbrand | Outdoor Apparel,9618,473,119.59,0.049179,0.2528
04/14/2025,MT,Branded Search,11248,935,54.71,0.083126,0.0585
04/15/2025,MT,Branded Search,10792,869,58.22,0.080523,0.067
04/16/2025,MT,Branded Search,8186,764,59.13,0.09333,0.0774
04/17/2025,MT,Branded Search,11229,771,54.42,0.068662,0.0706
04/18/2025,MT,Branded Search,7420,936,58.62,0.126146,0.0626
04/19/2025,MT,Branded Search,10510,795,73.21,0.075642,0.0921
04/20/2025,MT,Branded Search,8756,682,77.79,0.077889,0.1141
04/14/2025,MT,Nonbrand | Trail Running,12921,389,119.8,0.030106,0.308
04/15/2025,MT,Nonbrand | Trail Running,10973,578,117.71,0.052675,0.2036
04/16/2025,MT,Nonbrand | Trail Running,11732,512,110.96,0.043641,0.2167
04/17/2025,MT,Nonbrand | Trail Running,11003,412,109.04,0.037444,0.2647
04/18/2025,MT,Nonbrand | Trail Running,14440,452,103.55,0.031302,0.2291
04/19/2025,MT,Nonbrand | Trail Running,15739,426,122.53,0.027067,0.2876
04/20/2025,MT,Nonbrand | Trail Running,10754,551,113.23,0.051237,0.2055
04/14/2025,MT,Nonbrand | Outdoor Apparel,11350,449,86.17,0.039559,0.1919
04/15/2025,MT,Nonbrand | Outdoor Apparel,12554,414,108.63,0.032978,0.2624
04/16/2025,MT,Nonbrand | Outdoor Apparel,8842,419,107.6,0.047387,0.2568
04/17/2025,MT,Nonbrand | Outdoor Apparel,12069,521,87.8,0.043168,0.1685
04/18/2025,MT,Nonbrand | Outdoor Apparel,11006,456,86.21,0.041432,0.189
04/19/2025,MT,Nonbrand | Outdoor Apparel,12459,437,77.69,0.035075,0.1778
04/20/2025,MT,Nonbrand | Outdoor Apparel,10386,442,106.7,0.042557,0.2414
04/14/2025,WE,Search - Brand,13100,950,76.42,0.072519,0.0804
04/15/2025,WE,Search - Brand,12968,1214,71.9,0.093615,0.0592
04/16/2025,WE,Search - Brand,11625,985,74.86,0.084731,0.076
04/17/2025,WE,Search - Brand,12396,1224,98.61,0.098742,0.0806
04/18/2025,WE,Search - Brand,14827,1242,76.97,0.083766,0.062
04/19/2025,WE,Search - Brand,14327,833,95.36,0.058142,0.1145
04/20/2025,WE,Search - Brand,10448,1071,79.9,0.102508,0.0746
04/14/2025,WE,Nonbrand | Trail Running,16640,524,156.56,0.03149,0.2988
04/15/2025,WE,Nonbrand | Trail Running,13928,582,149.49,0.041786,0.2569
04/16/2025,WE,Nonbrand | Trail Running,18256,731,163.24,0.040042,0.2233
04/17/2025,WE,Nonbrand | Trail Running,18874,556,118.14,0.029459,0.2125
04/18/2025,WE,Nonbrand | Trail Running,18012,732,175.76,0.04064,0.2401
04/19/2025,WE,Nonbrand | Trail Running,14500,673,164.42,0.046414,0.2443
04/20/2025,WE,Nonbrand | Trail Running,17356,739,142.24,0.042579,0.1925
04/14/2025,WE,Nonbrand | Outdoor Apparel,18315,694,110.67,0.037892,0.1595
04/15/2025,WE,Nonbrand | Outdoor Apparel,16090,695,143.3,0.043195,0.2062
04/16/2025,WE,Nonbrand | Outdoor Apparel,14431,560,137.1,0.038805,0.2448
04/17/2025,WE,Nonbrand | Outdoor Apparel,16205,727,136.23,0.044863,0.1874
04/18/2025,WE,Nonbrand | Outdoor Apparel,14150,647,155.39,0.045724,0.2402
04/19/2025,WE,Nonbrand | Outdoor Apparel,19686,589,126.28,0.02992,0.2144
04/20/2025,WE,Nonbrand | Outdoor Apparel,13580,656,135.67,0.048306,0.2068
04/21/2025,NE,Branded Search,13298,1314,102.86,0.098812,0.0783
04/22/2025,NE,Branded Search,13708,1118,86.32,0.081558,0.0772
04/23/2025,NE,Branded Search,12557,1326,89.49,0.105598,0.0675
04/24/2025,NE,Branded Search,15602,1216,69.34,0.077939,0.057
04/25/2025,NE,Branded Search,10882,1322,69.85,0.121485,0.0528
04/26/2025,NE,Branded Search,12873,1303,75.53,0.10122,0.058
04/27/2025,NE,Branded Search,10455,947,78.61,0.090579,0.083
04/21/2025,NE,Nonbrand | Trail Running,14369,610,123.99,0.042453,0.2033
04/22/2025,NE,Nonbrand | Trail Running,14305,511,163.28,0.035722,0.3195
04/23/2025,NE,Nonbrand | Trail Running,15878,717,118.61,0.045157,0.1654
04/24/2025,NE,Nonbrand | Trail Running,17620,542,132.07,0.03076,0.2437
04/25/2025,NE,Nonbrand | Trail Running,14130,629,154.71,0.044515,0.246
04/26/2025,NE,Nonbrand | Trail Running,14537,747,141.82,0.051386,0.1899
04/27/2025,NE,Nonbrand | Trail Running,20208,651,176.05,0.032215,0.2704
04/21/2025,NE,Nonbrand | Outdoor Apparel,16266,546,140.27,0.033567,0.2569
04/22/2025,NE,Nonbrand | Outdoor Apparel,13989,563,141.89,0.040246,0.252
04/23/2025,NE,Nonbrand | Outdoor Apparel,16253,628,141.3,0.038639,0.225
04/24/2025,NE,Nonbrand | Outdoor Apparel,15734,719,134.13,0.045697,0.1866
04/25/2025,NE,Nonbrand | Outdoor Apparel,21401,690,136.44,0.032241,0.1977
04/26/2025,NE,Nonbrand | Outdoor Apparel,16631,803,132.92,0.048283,0.1655
04/27/2025,NE,Nonbrand | Outdoor Apparel,15223,774,143.22,0.050844,0.185
04/21/2025,MA,Search - Brand,10465,1167,65.59,0.111515,0.0562
04/22/2025,MA,Search - Brand,12878,1165,80.22,0.090464,0.0689
04/23/2025,MA,Search - Brand,11307,783,71.51,0.069249,0.0913
04/24/2025,MA,Search - Brand,13198,884,73.17,0.06698,0.0828
04/25/2025,MA,Search - Brand,9784,1134,69.32,0.115904,0.0611
04/26/2025,MA,Search - Brand,9047,1174,72.2,0.129767,0.0615
04/27/2025,MA,Search - Brand,13464,1164,80.91,0.086453,0.0695
04/21/2025,MA,Nonbrand | Trail Running,15994,783,127.57,0.048956,0.1629
04/22/2025,MA,Nonbrand | Trail Running,18557,586,189.46,0.031578,0.3233
04/23/2025,MA,Nonbrand | Trail Running,17636,655,153.25,0.03714,0.234
04/24/2025,MA,Nonbrand | Trail Running,14827,619,162.13,0.041748,0.2619
04/25/2025,MA,Nonbrand | Trail Running,18455,545,142.56,0.029531,0.2616
04/26/2025,MA,Nonbrand | Trail Running,15633,545,174.94,0.034862,0.321
04/27/2025,MA,Nonbrand | Trail Running,16938,639,124.25,0.037726,0.1944
04/21/2025,MA,Nonbrand | Outdoor Apparel,14422,485,116.06,0.033629,0.2393
04/22/2025,MA,Nonbrand | Outdoor Apparel,12936,527,120.45,0.040739,0.2286
04/23/2025,MA,Nonbrand | Outdoor Apparel,10941,549,102.38,0.050178,0.1865
04/24/2025,MA,Nonbrand | Outdoor Apparel,15899,548,126.99,0.034468,0.2317
04/25/2025,MA,Nonbrand | Outdoor Apparel,12687,510,102.38,0.040199,0.2007
04/26/2025,MA,Nonbrand | Outdoor Apparel,15933,546,118.08,0.034268,0.2163
04/27/2025,MA,Nonbrand | Outdoor Apparel,12337,558,112.96,0.04523,0.2024
04/21/2025,SE,Brand Search,10791,908,74.57,0.084144,0.0821
04/22/2025,SE,Brand Search,9421,858,80.89,0.091073,0.0943
04/23/2025,SE,Brand Search,12536,1243,75.44,0.099154,0.0607
04/24/2025,SE,Brand Search,11288,837,59.79,0.07415,0.0714
04/25/2025,SE,Brand Search,11422,1235,66.99,0.108125,0.0542
04/26/2025,SE,Brand Search,10228,1198,70.65,0.117129,0.059
04/27/2025,SE,Brand Search,13478,1163,78.32,0.086289,0.0673
04/21/2025,SE,Nonbrand | Trail Running,13400,688,155.51,0.051343,0.226
04/22/2025,SE,Nonbrand | Trail Running,18289,579,117.74,0.031658,0.2033
04/23/2025,SE,Nonbrand | Trail Running,14799,655,131.89,0.04426,0.2014
04/24/2025,SE,Nonbrand | Trail Running,14612,617,127.28,0.042226,0.2063
04/25/2025,SE,Nonbrand | Trail Running,19176,501,151.0,0.026126,0.3014
04/26/2025,SE,Nonbrand | Trail Running,13966,684,137.04,0.048976,0.2004
04/27/2025,SE,Nonbrand | Trail Running,12713,615,152.82,0.048376,0.2485
04/21/2025,SE,Nonbrand | Outdoor Apparel,10519,392,107.56,0.037266,0.2744
04/22/2025,SE,Nonbrand | Outdoor Apparel,13017,478,97.39,0.036721,0.2037
04/23/2025,SE,Nonbrand | Outdoor Apparel,12845,368,109.39,0.028649,0.2973
04/24/2025,SE,Nonbrand | Outdoor Apparel,9678,539,83.14,0.055693,0.1542
04/25/2025,SE,Nonbrand | Outdoor Apparel,12975,487,78.02,0.037534,0.1602
04/26/2025,SE,Nonbrand | Outdoor Apparel,9947,362,107.54,0.036393,0.2971
04/27/2025,SE,Nonbrand | Outdoor Apparel,11945,562,96.74,0.047049,0.1721
04/21/2025,MW,Branded Search,10539,1195,73.57,0.113388,0.0616
04/22/2025,MW,Branded Search,10537,1116,58.39,0.105912,0.0523
04/23/2025,MW,Branded Search,11945,1076,86.17,0.09008,0.0801
04/24/2025,MW,Branded Search,13009,878,84.03,0.067492,0.0957
04/25/2025,MW,Branded Search,12700,1198,82.22,0.094331,0.0686
04/26/2025,MW,Branded Search,9648,1203,60.05,0.124689,0.0499
04/27/2025,MW,Branded Search,12170,902,71.07,0.074117,0.0788
04/21/2025,MW,Nonbrand | Trail Running,13666,659,111.14,0.048222,0.1687
04/22/2025,MW,Nonbrand | Trail Running,17719,683,161.18,0.038546,0.236
04/23/2025,MW,Nonbrand | Trail Running,17522,704,153.74,0.040178,0.2184
04/24/2025,MW,Nonbrand | Trail Running,15698,601,147.34,0.038285,0.2452
04/25/2025,MW,Nonbrand | Trail Running,17401,686,164.25,0.039423,0.2394
04/26/2025,MW,Nonbrand | Trail Running,16565,587,165.17,0.035436,0.2814
04/27/2025,MW,Nonbrand | Trail Running,15502,668,135.25,0.043091,0.2025
04/21/2025,MW,Nonbrand | Outdoor Apparel,12296,589,112.94,0.047902,0.1918
04/22/2025,MW,Nonbrand | Outdoor Apparel,12510,502,112.65,0.040128,0.2244
04/23/2025,MW,Nonbrand | Outdoor Apparel,11417,425,117.24,0.037225,0.2759
04/24/2025,MW,Nonbrand | Outdoor Apparel,12430,468,93.84,0.037651,0.2005
04/25/2025,MW,Nonbrand | Outdoor Apparel,11207,427,91.33,0.038101,0.2139
04/26/2025,MW,Nonbrand | Outdoor Apparel,15128,431,106.02,0.02849,0.246
04/27/2025,MW,Nonbrand | Outdoor Apparel,12493,486,100.81,0.038902,0.2074
04/21/2025,MT,Search - Brand,8485,896,74.64,0.105598,0.0833
04/22/2025,MT,Search - Brand,9388,888,74.42,0.094589,0.0838
04/23/2025,MT,Search - Brand,10023,683,51.41,0.068143,0.0753
04/24/2025,MT,Search - Brand,10853,770,57.41,0.070948,0.0746
04/25/2025,MT,Search - Brand,12052,936,62.88,0.077663,0.0672
04/26/2025,MT,Search - Brand,11340,836,63.8,0.073721,0.0763
04/27/2025,MT,Search - Brand,8780,931,69.35,0.106036,0.0745
04/21/2025,MT,Nonbrand | Trail Running,14695,427,117.06,0.029058,0.2741
04/22/2025,MT,Nonbrand | Trail Running,13044,467,118.43,0.035802,0.2536
04/23/2025,MT,Nonbrand | Trail Running,12888,433,131.05,0.033597,0.3026
04/24/2025,MT,Nonbrand | Trail Running,10223,498,137.68,0.048714,0.2765
04/25/2025,MT,Nonbrand | Trail Running,10508,588,92.65,0.055957,0.1576
04/26/2025,MT,Nonbrand | Trail Running,13894,382,120.57,0.027494,0.3156
04/27/2025,MT,Nonbrand | Trail Running,13917,538,93.99,0.038658,0.1747
04/21/2025,MT,Nonbrand | Outdoor Apparel,12255,457,111.27,0.037291,0.2435
04/22/2025,MT,Nonbrand | Outdoor Apparel,10393,539,119.76,0.051862,0.2222
04/23/2025,MT,Nonbrand | Outdoor Apparel,13575,433,92.89,0.031897,0.2145
04/24/2025,MT,Nonbrand | Outdoor Apparel,14239,617,91.93,0.043332,0.149
04/25/2025,MT,Nonbrand | Outdoor Apparel,11924,429,96.73,0.035978,0.2255
04/26/2025,MT,Nonbrand | Outdoor Apparel,12881,424,102.09,0.032917,0.2408
04/27/2025,MT,Nonbrand | Outdoor Apparel,10121,549,102.58,0.054244,0.1869
04/21/2025,WE,Brand Search,13764,1060,68.32,0.077012,0.0644
04/22/2025,WE,Brand Search,13499,1197,74.28,0.088673,0.0621
04/23/2025,WE,Brand Search,10677,1369,86.38,0.12822,0.0631
04/24/2025,WE,Brand Search,14025,1256,88.09,0.089554,0.0701
04/25/2025,WE,Brand Search,11297,907,94.8,0.080287,0.1045
04/26/2025,WE,Brand Search,10747,1007,73.14,0.093701,0.0726
04/27/2025,WE,Brand Search,14489,1098,81.37,0.075782,0.0741
04/21/2025,WE,Nonbrand | Trail Running,20199,645,188.82,0.031932,0.2927
04/22/2025,WE,Nonbrand | Trail Running,18151,767,164.31,0.042257,0.2142
04/23/2025,WE,Nonbrand | Trail Running,19042,731,182.42,0.038389,0.2496
04/24/2025,WE,Nonbrand | Trail Running,15276,821,183.59,0.053744,0.2236
04/25/2025,WE,Nonbrand | Trail Running,20118,853,180.56,0.0424,0.2117
04/26/2025,WE,Nonbrand | Trail Running,20683,710,167.0,0.034328,0.2352
04/27/2025,WE,Nonbrand | Trail Running,19817,872,146.21,0.044003,0.1677
04/21/2025,WE,Nonbrand | Outdoor Apparel,14537,673,144.71,0.046296,0.215
04/22/2025,WE,Nonbrand | Outdoor Apparel,19540,745,135.41,0.038127,0.1818
04/23/2025,WE,Nonbrand | Outdoor Apparel,18615,732,130.08,0.039323,0.1777
04/24/2025,WE,Nonbrand | Outdoor Apparel,15215,713,125.3,0.046862,0.1757
04/25/2025,WE,Nonbrand | Outdoor Apparel,18676,790,141.04,0.0423,0.1785
04/26/2025,WE,Nonbrand | Outdoor Apparel,14684,681,131.39,0.046377,0.1929
04/27/2025,WE,Nonbrand | Outdoor Apparel,17222,869,187.36,0.050459,0.2156
04/28/2025,NE,Search - Brand,15931,1557,112.17,0.097734,0.072
04/29/2025,NE,Search - Brand,15018,1128,97.89,0.07511,0.0868
04/30/2025,NE,Search - Brand,11991,1088,87.66,0.090735,0.0806
05/01/2025,NE,Search - Brand,17646,1382,109.9,0.078318,0.0795
05/02/2025,NE,Search - Brand,13836,1615,90.82,0.116724,0.0562
05/03/2025,NE,Search - Brand,15984,1181,93.42,0.073886,0.0791
05/04/2025,NE,Search - Brand,15911,1537,88.58,0.0966,0.0576
04/28/2025,NE,Nonbrand | Trail Running,17200,540,144.68,0.031395,0.2679
04/29/2025,NE,Nonbrand | Trail Running,18730,652,125.03,0.03481,0.1918
04/30/2025,NE,Nonbrand | Trail Running,15296,783,159.22,0.05119,0.2033
05/01/2025,NE,Nonbrand | Trail Running,12981,607,135.19,0.046761,0.2227
05/02/2025,NE,Nonbrand | Trail Running,18459,625,179.33,0.033859,0.2869
05/03/2025,NE,Nonbrand | Trail Running,17028,573,138.48,0.03365,0.2417
05/04/2025,NE,Nonbrand | Trail Running,14166,802,154.19,0.056614,0.1923
04/28/2025,NE,Nonbrand | Outdoor Apparel,11963,587,106.37,0.049068,0.1812
04/29/2025,NE,Nonbrand | Outdoor Apparel,12564,635,117.82,0.050541,0.1855
04/30/2025,NE,Nonbrand | Outdoor Apparel,13317,481,135.82,0.036119,0.2824
05/01/2025,NE,Nonbrand | Outdoor Apparel,13257,545,111.12,0.04111,0.2039
05/02/2025,NE,Nonbrand | Outdoor Apparel,15482,482,110.21,0.031133,0.2287
05/03/2025,NE,Nonbrand | Outdoor Apparel,14010,551,138.7,0.039329,0.2517
05/04/2025,NE,Nonbrand | Outdoor Apparel,18598,561,113.16,0.030165,0.2017
04/28/2025,MA,Brand Search,14602,1470,87.76,0.100671,0.0597
04/29/2025,MA,Brand Search,16023,1324,108.02,0.082631,0.0816
04/30/2025,MA,Brand Search,14401,1590,94.56,0.110409,0.0595
05/01/2025,MA,Brand Search,11821,1438,72.69,0.121648,0.0506
